since_last_packet,bytes_per_interval
0.0124830,95
0.1380530,1287
0.0000450,1292
0.0000000,1292
0.0000000,907
0.0034610,1286
0.0001590,1292
0.0004230,1292
0.0000000,1292
0.0000000,1292
0.0001110,1292
0.0000000,1292
0.0001870,153
0.0013190,1286
0.0002350,1292
0.0000380,1292
0.0001960,1292
0.0000500,1292
0.0001550,301
0.0010920,1284
0.0005790,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0005310,837
0.0002310,1274
0.0000000,373
0.0000000,187
0.0000970,103
0.0000000,248
0.0000000,103
0.0050320,175
0.0000000,103
0.0005070,215
0.0013340,103
0.0000000,167
0.0000000,103
0.0006610,180
0.0000000,103
0.0037860,1284
0.0000010,1292
0.0000430,1292
0.0000000,1292
0.0006000,1292
0.0000000,1292
0.0000000,1140
0.0003670,1284
0.0000000,556
0.0078420,132
0.0079490,1288
0.0000670,1292
0.0001490,1292
0.0000690,1292
0.0002100,1292
0.0002440,1292
0.0002430,1292
0.0000130,1292
0.0000000,1292
0.0001790,1292
0.0000520,1292
0.0004520,1292
0.0000670,1292
0.0017500,1292
0.0002950,1292
0.0000000,1292
0.0000000,1292
0.0002750,1292
0.0002160,1292
0.0000000,1292
0.0002680,1292
0.0002200,1292
0.0001550,1292
0.0000000,1292
0.0000150,1292
0.0003060,1184
0.0004870,101
0.0000000,84
0.0001740,101
0.0002350,84
0.0168490,883
0.0020530,88
0.0091780,1284
0.0000000,88
0.0003720,1292
0.0000000,1292
0.0002160,1292
0.0000000,1292
0.0004760,1193
0.0024310,1284
0.0000010,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1176
0.0054660,1284
0.0002060,1292
0.0002510,1292
0.0000460,1292
0.0002020,1292
0.0002950,1292
0.0000000,227
0.0345070,1284
0.0000000,1292
0.0000000,1292
0.0000000,1193
0.0037750,1284
0.0002320,1292
0.0002280,1292
0.0001340,1292
0.0000000,1292
0.0000810,1292
0.0000540,1292
0.0002470,1292
0.0002020,1292
0.0001350,1292
0.0000010,1292
0.0001140,1292
0.0002770,1292
0.0001370,817
0.0000770,1284
0.0000620,1292
0.0000000,128
0.1525800,155
0.0000000,161
0.0000000,167
0.0143080,102
0.0014850,1292
0.0000000,1292
0.0001750,1292
0.0000190,1292
0.0002760,1258
0.0008780,95
0.0104340,593
0.0000000,178
0.0016690,85
0.0002340,89
0.0028040,647
0.0202740,1288
0.0000210,1292
0.0001930,1292
0.0002180,1292
0.0002380,1292
0.0002140,1292
0.0000490,1292
0.0000000,1292
0.0020480,1292
0.0000010,1292
0.0003100,1292
0.0001410,1292
0.0002680,1292
0.0001890,1292
0.0000000,1292
0.0000250,1292
0.0003460,1292
0.0000000,1292
0.0002640,1292
0.0001560,1292
0.0016740,1292
0.0000000,1292
0.0000010,1292
0.0000000,1292
0.0000260,1292
0.0003290,1292
0.0000000,1292
0.0000000,1292
0.0001450,1292
0.0000650,1292
0.0005000,1292
0.0000000,1292
0.0018180,1292
0.0001670,1292
0.0002210,1292
0.0000000,1292
0.0000000,1292
0.0002470,1292
0.0002600,1292
0.0001470,1292
0.0000710,1292
0.0002380,1292
0.0000700,1292
0.0000000,1292
0.0001730,1292
0.0000000,1292
0.0002300,1163
0.0002790,1285
0.0015450,1292
0.0002360,1292
0.0002010,1292
0.0000790,1292
0.0000000,1292
0.0002280,1292
0.0002490,1292
0.0000000,1292
0.0002170,1292
0.0002380,1292
0.0000300,1292
0.0000000,1292
0.0002280,1292
0.0000010,1292
0.0002580,1292
0.0002180,1292
0.0018590,1292
0.0001670,1292
0.0000620,1292
0.0001830,1292
0.0000170,1292
0.0002320,1292
0.0005330,1292
0.0000010,1292
0.0000000,1292
0.0000000,1292
0.0001950,1292
0.0000680,1292
0.0005620,1292
0.0000000,1292
0.0001190,1292
0.0000560,1292
0.0000000,1292
0.0001840,1292
0.0000470,1292
0.0002560,1292
0.0001970,1292
0.0002550,1292
0.0000580,1292
0.0000000,1292
0.0003040,1292
0.0000000,1292
0.0001500,1292
0.0002370,1292
0.0002760,1292
0.0000640,1292
0.0000000,1292
0.0001710,1292
0.0000660,1292
0.0001990,1292
0.0002330,1292
0.0000710,1292
0.0001850,1292
0.0000700,1292
0.0000000,1292
0.0001820,1292
0.0002600,1292
0.0000000,1292
0.0002250,1292
0.0002510,1292
0.0001080,1292
0.0000000,1292
0.0001570,1292
0.0002480,1292
0.0000000,1292
0.0002470,1292
0.0000000,1292
0.0000000,1292
0.0002320,1292
0.0004620,1292
0.0001360,1292
0.0001990,1292
0.0000110,1292
0.0000000,1292
0.0015840,1292
0.0000010,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000430,1292
0.0000000,1292
0.0000920,1292
0.0002430,1292
0.0000590,1292
0.0000000,1292
0.0002060,1292
0.0000630,1292
0.0001780,1292
0.0002710,1292
0.0000110,1292
0.0002000,1292
0.0000570,1292
0.0000000,1292
0.0001890,1292
0.0005570,1292
0.0000000,1292
0.0000000,1292
0.0002210,1292
0.0000590,1292
0.0000000,1292
0.0004770,1292
0.0000000,1292
0.0013680,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0013840,1292
0.0000010,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000370,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0001740,1292
0.0000000,1292
0.0003110,1292
0.0006700,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000800,1292
0.0003010,1292
0.0001250,1292
0.0000510,1292
0.0000000,1292
0.0001850,1292
0.0000520,1292
0.0002010,1292
0.0002810,1292
0.0000000,1292
0.0002240,1292
0.0000860,1292
0.0000000,1292
0.0001790,1292
0.0002570,1292
0.0000000,1292
0.0002670,1292
0.0002320,1292
0.0000310,1292
0.0000000,1292
0.0001880,1292
0.0002520,1292
0.0001790,1292
0.0001170,1292
0.0000000,1218
0.0000000,1285
0.0007300,1292
0.0002610,1292
0.0000830,1292
0.0001230,1292
0.0001540,1292
0.0007680,1292
0.0000010,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0004600,1292
0.0000000,1292
0.0000000,1292
0.0001250,1292
0.0000520,1292
0.0002050,1292
0.0001720,1292
0.0000010,1292
0.0000940,1292
0.0002270,1292
0.0001860,1292
0.0000810,1292
0.0002550,1292
0.0000010,1292
0.0000000,1292
0.0002390,1292
0.0002270,1292
0.0001660,1292
0.0000900,1292
0.0002610,1292
0.0000630,1292
0.0000000,1292
0.0001690,1292
0.0000510,1292
0.0002140,1292
0.0002410,1292
0.0002440,1292
0.0000570,1292
0.0000010,1292
0.0002070,1292
0.0000510,1292
0.0003810,1292
0.0011020,1292
0.0000010,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000220,1292
0.0000000,1292
0.0001860,1292
0.0002650,1292
0.0000000,1292
0.0002330,1292
0.0002380,1292
0.0000560,1292
0.0000000,1292
0.0001970,1292
0.0000530,1292
0.0002110,1292
0.0002530,1292
0.0030840,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000280,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000250,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0001020,1292
0.0003290,1292
0.0000010,1292
0.0002110,1292
0.0000000,95
0.0002110,1292
0.0001040,1292
0.0000000,1292
0.0001750,1292
0.0000010,1292
0.0002280,1292
0.0002670,1292
0.0002690,1292
0.0000000,1292
0.0000000,1292
0.0030630,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000340,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000380,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000770,1292
0.0002480,1292
0.0000490,1292
0.0002070,1292
0.0002440,1292
0.0000550,1292
0.0000000,1292
0.0002150,1292
0.0002390,1292
0.0000500,1292
0.0001970,1292
0.0000540,1292
0.0001710,1292
0.0000580,1292
0.0002230,1292
0.0002360,1292
0.0002430,1292
0.0000580,1292
0.0000000,1292
0.0001870,1292
0.0000550,1292
0.0002050,1292
0.0002540,1292
0.0002480,1292
0.0000520,1292
0.0000000,1292
0.0001840,1292
0.0000550,1292
0.0002040,1292
0.0002500,1292
0.0000510,1292
0.0002170,1292
0.0000440,1292
0.0000000,1292
0.0001980,1292
0.0002460,1292
0.0000520,1292
0.0002050,1292
0.0002400,1292
0.0000570,1292
0.0000000,1292
0.0001990,1292
0.0002440,1292
0.0000530,1292
0.0002630,1292
0.0002180,1292
0.0000000,1292
0.0000010,1292
0.0003140,1292
0.0000000,1292
0.0001920,1292
0.0002280,1292
0.0002310,1292
0.0000540,1292
0.0000000,1292
0.0001880,1292
0.0000670,1292
0.0001860,1292
0.0002500,1292
0.0003270,1292
0.0000000,1292
0.0000000,1292
0.0001860,1292
0.0000880,1292
0.0002030,1292
0.0003020,1292
0.0000000,1292
0.0000000,1292
0.0001460,1292
0.0000530,1292
0.0002000,1292
0.0002980,1292
0.0006970,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000190,1292
0.0002480,1292
0.0002920,1292
0.0000120,1292
0.0000000,1292
0.0002300,1292
0.0000000,1292
0.0002150,1292
0.0002360,1292
0.0002540,1292
0.0001020,1292
0.0000010,1292
0.0001670,1292
0.0001080,1292
0.0001740,1292
0.0002070,1292
0.0002400,1292
0.0000930,1292
0.0000000,1292
0.0001460,1292
0.0000810,1292
0.0003970,1292
0.0001360,1292
0.0000000,1292
0.0000000,1292
0.0001660,1292
0.0025480,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000330,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000080,1292
0.0001550,1292
0.0000540,1292
0.0000000,1292
0.0000000,891
0.0077870,1265
0.0000000,194
0.0134610,88
0.0075200,88
0.0619610,109
0.0024980,85
0.0112620,88
0.2037770,117
0.0084980,88
0.0238320,1284
0.0001430,1292
0.0003370,1292
0.0000000,642
0.0000000,1139
0.0014990,1284
0.0001710,1292
0.0001110,1292
0.0000000,264
0.0012220,1284
0.0000000,1292
0.0000000,1018
0.0004540,1284
0.0000000,719
0.0001900,876
0.0003000,1284
0.0000000,430
0.0007630,1218
0.0010720,1284
0.0000000,585
0.0001330,370
0.0000860,1284
0.0000000,97
0.0000000,1284
0.0004690,158
0.0012530,1284
0.0002480,1292
0.0002470,1108
0.0000010,522
0.0022810,1284
0.0001840,1292
0.0000000,1292
0.0000000,1292
0.0002080,901
0.0000000,1284
0.0002300,446
0.0000690,1284
0.0000000,314
0.0001900,435
0.0003230,1284
0.0005760,497
0.0000000,1179
0.0004950,1284
0.0000000,531
0.0007020,1284
0.0000000,380
0.0015080,1284
0.0001850,1292
0.0002650,1292
0.0000000,352
0.0010580,1284
0.0000170,1292
0.0000820,681
0.0003750,1284
0.0002440,638
0.0000000,91
0.0000000,231
0.1471780,1288
0.0004470,1292
0.0000000,1292
0.0000000,203
0.0221670,104
0.0140550,88
0.0397430,102
0.0000000,98
0.0000010,86
0.0000000,125
0.0012550,1292
0.0001980,1292
0.0000440,1292
0.0353940,91
0.0014950,181
0.0000000,212
0.0000010,85
0.0014370,157
0.0028820,85
0.0000000,104
0.0000000,85
0.0015720,104
0.0000000,104
0.0000000,85
0.0008360,85
0.0066900,93
0.0027970,93
0.0081700,1288
0.0000000,1292
0.0006870,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000010,1292
0.0002190,1292
0.0000490,1292
0.0002210,1292
0.0000010,429
0.0136510,88
0.0158870,1292
0.0000010,1292
0.0023850,1292
0.0000000,309
0.0000000,106
0.0012960,88
0.0095340,1038
0.0000010,199
0.0249890,86
0.0116860,110
0.0048130,157
0.0000010,153
0.0012190,117
0.0000000,125
0.0076860,88
0.0020820,86
0.0322530,90
0.0151960,95
0.0593640,90
0.0386140,230
0.0002080,92
0.0135790,88
0.0068100,529
0.0024770,478
0.0027840,308
0.0019820,333
0.0054270,134
0.0036040,83
0.0071200,139
0.0003820,145
0.0004380,151
0.0038850,85
0.0116700,86
0.0132550,90
0.0734950,228
0.0035050,206
0.0349970,86
0.0405420,102
0.0010410,1292
0.0000010,1292
0.0000000,1292
0.0001770,1292
0.0000000,1292
0.0002080,169
0.0457580,1287
0.0002200,1292
0.0000000,1292
0.0002300,1292
0.0000000,1292
0.0002700,1292
0.0002660,1292
0.0001560,1292
0.0000000,1292
0.0000000,1292
0.0007740,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0004340,1292
0.0000000,1292
0.0000000,1292
0.0001020,1292
0.0002040,1292
0.0000000,1292
0.0002560,1292
0.0002180,1292
0.0000560,1292
0.0000000,1292
0.0002090,1292
0.0000000,1292
0.0002750,1040
0.0090240,88
0.1419450,592
0.0000000,179
0.0003050,85
0.0005970,90
0.0005080,502
0.0027400,104
0.1390670,1288
0.0015480,606
0.0340030,130
0.0004650,142
0.0005890,171
0.0000000,95
0.0021620,88
0.0112890,102
0.0022190,1292
0.0001480,1292
0.0003120,1292
0.0072170,86
0.0172530,1288
0.0000010,1292
0.0001760,1292
0.0002510,1292
0.0002350,1292
0.0002560,1292
0.0000000,1017
0.0102980,86
0.0262690,88
0.0105310,102
0.0005740,102
0.0000000,1292
0.0003810,1292
0.0035270,102
0.0000000,102
0.0000850,1292
0.0000000,1292
0.0013550,1288
0.0002700,1292
0.0000000,1292
0.0002280,1292
0.0000000,1292
0.0002300,1292
0.0000000,220
0.0119180,1292
0.0001150,1292
0.0000080,1292
0.0000000,1098
0.0000000,105
0.0002290,1292
0.0005570,1292
0.0000000,175
0.0056950,1292
0.0066530,1026
0.0000000,199
0.0010160,136
0.0001990,89
0.0010450,89
0.0009140,1288
0.0000000,1292
0.0001900,1292
0.0003530,1292
0.0004250,1292
0.0000000,1292
0.0001700,1292
0.0003310,1292
0.0010000,1292
0.0001570,1292
0.0003620,1292
0.0000000,1292
0.0000160,1292
0.0001140,1292
0.0013380,1292
0.0002540,1292
0.0000000,1292
0.0002130,1292
0.0000000,1292
0.0002340,1292
0.0002450,1292
0.0002300,1292
0.0000000,91
0.0005570,1292
0.0002270,1292
0.0002170,1292
0.0000360,1292
0.0000000,1292
0.0002380,1292
0.0007380,1292
0.0000470,1292
0.0002030,1292
0.0000000,1292
0.0007900,1292
0.0005330,1292
0.0002480,1292
0.0001580,1292
0.0001420,1292
0.0000310,1292
0.0000890,1292
0.0000000,1292
0.0007140,1292
0.0002540,1292
0.0001490,1292
0.0000790,1292
0.0001200,1292
0.0003550,256
0.0020240,88
0.0079020,1292
0.0058220,1288
0.0001540,1292
0.0002070,1292
0.0000000,91
0.0089500,1292
0.0061060,111
0.0000000,83
0.0004560,111
0.0000000,83
0.0002930,91
0.0009610,1287
0.0000000,1292
0.0000140,1292
0.0000680,1292
0.0000000,1292
0.0001970,1292
0.0000000,1292
0.0001850,1292
0.0002720,1292
0.0000000,1292
0.0000000,149
0.0019680,86
0.0040840,1292
0.0078190,1292
0.0004720,364
0.0000000,990
0.0004710,158
0.0000000,86
0.0000000,84
0.0009750,1292
0.0000970,1292
0.0009850,1292
0.0000000,363
0.0004670,991
0.0001640,163
0.0000600,86
0.0000000,84
0.0063310,182
0.0025220,182
0.0094150,88
0.0246790,1288
0.0000010,1292
0.0013010,1292
0.0000000,781
0.0224830,94
0.0026240,87
0.0020710,87
0.0030750,87
0.0033730,88
0.0143270,88
0.0080140,707
0.0000010,84
0.0196820,709
0.0000000,84
0.0111620,89
0.0000010,87
0.0254890,90
0.0023730,86
0.0280000,142
0.0001320,243
0.0138510,88
0.0392130,492
0.0060820,90
0.0007610,100
0.0000000,83
0.0000000,100
0.0000000,83
0.0063770,90
0.0006150,88
0.0142720,530
0.0047180,303
0.0349920,86
0.0183170,134
0.0037630,83
0.0214310,85
0.0260210,90
0.0136640,94
0.0325820,85
0.0262770,228
0.0034690,268
0.0345120,86
0.0061650,142
0.0001970,237
0.0147250,88
0.1053580,95
0.2124930,88
0.0317900,95
0.0579110,89
0.0011100,97
0.0391550,183
0.0023170,86
0.0119270,88
0.0430080,105
0.0019430,85
0.0048760,105
0.0020000,85
0.0069630,88
0.0047190,88
0.0166140,1287
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0001920,1292
0.0002580,1292
0.0000000,1292
0.0002730,1292
0.0000010,1292
0.0000000,1292
0.0002520,1292
0.0002280,1292
0.0001790,610
0.0013050,1286
0.0000000,1292
0.0006730,1292
0.0000000,1292
0.0000000,1292
0.0002940,1292
0.0000000,1292
0.0000000,1292
0.0004330,1292
0.0000000,1292
0.0002110,1292
0.0001670,1292
0.0000000,1292
0.0000000,222
0.0002580,325
0.0076180,88
0.1092520,92
0.0020540,92
0.0014630,92
0.0458410,1288
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0000380,221
0.0055250,1288
0.0000000,1292
0.0001750,1292
0.0000180,1292
0.0002480,1292
0.0002850,1292
0.0002680,1292
0.0000480,1047
0.0107100,87
0.6352160,1287
0.0001760,1292
0.0005330,1292
0.0002550,1292
0.0002210,1292
0.0000000,1292
0.0000000,1292
0.0003270,1292
0.0001860,1292
0.0000000,1292
0.0005130,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0002360,1292
0.0000220,1292
0.0002000,1292
0.0002910,1292
0.0000000,1292
0.0002300,1292
0.0000310,1292
0.0000000,1292
0.0001120,156
0.0093800,88
0.0813500,86
0.0123770,95
0.1087700,138
0.0022310,85
0.0006270,90
0.0109100,88
0.1026060,527
0.0044260,239
0.0327820,372
0.0022610,86
0.0109140,88
0.9565580,86
0.5635350,95
0.2004950,1287
0.0001940,1292
0.0000390,1292
0.0000000,686
0.0000000,225
0.0146880,88
2.4084210,91
0.0004720,181
0.0019880,1288
0.0000000,1292
0.0001560,1292
0.0002710,1292
0.0002390,1292
0.0002190,1292
0.0000460,1292
0.0000000,1292
0.0002440,1292
0.0000000,1292
0.0002400,1292
0.0002540,1292
0.0002210,1292
0.0000400,1292
0.0000000,1292
0.0001970,1292
0.0002620,1292
0.0000370,1292
0.0001980,1292
0.0002510,1292
0.0000560,1292
0.0000010,1292
0.0002610,1292
0.0000000,1292
0.0002320,1292
0.0002180,1292
0.0000610,1292
0.0000000,1292
0.0001760,1292
0.0002860,1292
0.0002170,1292
0.0002420,1292
0.0000510,1292
0.0000000,1292
0.0001960,1292
0.0000530,1292
0.0002400,1292
0.0002450,1292
0.0000540,1292
0.0002170,1292
0.0000120,1292
0.0000000,1292
0.0001820,1292
0.0002570,1292
0.0000830,1292
0.0002030,1292
0.0002610,1292
0.0000330,1292
0.0000000,1292
0.0002140,1292
0.0000240,1292
0.0002450,1292
0.0003240,1292
0.0001210,1292
0.0000520,1292
0.0000000,1292
0.0001920,1292
0.0000500,1292
0.0002050,1292
0.0002460,1292
0.0002340,1292
0.0000560,1292
0.0000000,1292
0.0002040,1292
0.0000510,1292
0.0002110,1292
0.0002390,1292
0.0000850,1292
0.0000000,1292
0.0001920,1292
0.0002150,1292
0.0002030,1292
0.0001270,1292
0.0002270,1292
0.0000440,1292
0.0000000,1292
0.0001820,1292
0.0002850,1292
0.0000000,1292
0.0002570,1292
0.0001840,1292
0.0000650,1292
0.0000000,1292
0.0002110,1292
0.0000190,1292
0.0002200,1292
0.0002750,1292
0.0002720,1292
0.0000010,1292
0.0000000,1292
0.0002690,1292
0.0000000,1292
0.0002020,1292
0.0002330,1292
0.0003250,1292
0.0000000,1292
0.0000000,1292
0.0001740,1292
0.0000000,1292
0.0002590,1292
0.0003110,1292
0.0000010,1292
0.0002780,1292
0.0000000,1292
0.0000000,1292
0.0001840,1292
0.0002470,1292
0.0000000,1292
0.0002370,1292
0.0002460,1292
0.0000000,1292
0.0000000,1292
0.0002230,1292
0.0002500,1292
0.0000550,1292
0.0002240,1292
0.0005530,1292
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0002120,1292
0.0002610,1292
0.0000440,1292
0.0000000,1292
0.0001770,1292
0.0000330,1292
0.0002220,1292
0.0002160,1292
0.0002510,1292
0.0000610,1292
0.0000000,1292
0.0001900,1292
0.0000520,1292
0.0002210,1292
0.0002510,1292
0.0000000,1292
0.0002940,1292
0.0000000,1292
0.0000000,1292
0.0002170,1292
0.0002540,1292
0.0000000,1292
0.0002510,1292
0.0002990,1292
0.0000000,1292
0.0000000,1292
0.0001600,1292
0.0002380,1292
0.0000660,1292
0.0002010,1292
0.0003650,1292
0.0001260,1292
0.0000000,1292
0.0000000,1292
0.0005200,1292
0.0000000,1292
0.0000460,1292
0.0000000,1292
0.0000000,1292
0.0002140,1292
0.0002720,1292
0.0000010,1292
0.0003530,1292
0.0001500,1292
0.0000000,1292
0.0000000,1292
0.0002180,1292
0.0003080,1292
0.0000000,1292
0.0002100,1292
0.0002330,1292
0.0000370,1292
0.0000000,1292
0.0002230,1292
0.0002440,1292
0.0000390,1292
0.0001860,1292
0.0002520,1292
0.0000540,1292
0.0000000,1292
0.0002550,1292
0.0000140,1292
0.0002020,1292
0.0002220,1292
0.0002480,1292
0.0001630,1292
0.0000000,1292
0.0002270,1292
0.0000010,1292
0.0001480,1292
0.0002640,1292
0.0002110,1292
0.0000000,1292
0.0000370,1292
0.0002150,1292
0.0000240,1292
0.0002380,1292
0.0002460,1292
0.0002460,1292
0.0000380,1292
0.0000000,1292
0.0002110,1292
0.0000620,1292
0.0001880,1292
0.0002360,1292
0.0001030,1292
0.0000000,1292
0.0001440,1292
0.0000510,1292
0.0002230,1292
0.0002420,1292
0.0003310,1292
0.0000000,1292
0.0000000,1292
0.0001470,1292
0.0000940,1292
0.0001750,1292
0.0002380,1292
0.0002450,1292
0.0000610,1292
0.0000000,1292
0.0001980,1292
0.0000520,1292
0.0002300,1292
0.0002300,1292
0.0002380,1292
0.0000500,1292
0.0000000,1292
0.0002030,1292
0.0000490,1292
0.0001940,1292
0.0002610,1292
0.0002430,1292
0.0000450,1292
0.0000000,1292
0.0002710,1292
0.0000000,1292
0.0002090,1292
0.0002200,1292
0.0001330,1292
0.0005420,1292
0.0000000,1292
0.0000010,1292
0.0000920,1292
0.0002660,1292
0.0001180,1292
0.0001330,1292
0.0002240,1292
0.0000600,1292
0.0000000,1292
0.0002220,1292
0.0002380,1292
0.0000530,1292
0.0001680,1292
0.0001230,1292
0.0000000,1292
0.0001560,1292
0.0002280,1292
0.0000530,1292
0.0001990,1292
0.0002570,1292
0.0001610,1292
0.0000000,1292
0.0000970,1292
0.0000000,1292
0.0002380,1292
0.0002710,1292
0.0000690,1292
0.0001590,1292
0.0000490,1292
0.0001890,1292
0.0000470,1292
0.0012670,1292
0.0002260,1292
0.0002470,1292
0.0000490,1292
0.0000010,1292
0.0001920,1292
0.0002560,1292
0.0000570,1292
0.0001800,1292
0.0002370,1292
0.0000540,1292
0.0000000,1292
0.0001820,1292
0.0002880,1292
0.0000580,1292
0.0001990,1292
0.0000210,1292
0.0000000,1292
0.0001860,1292
0.0002550,1292
0.0002950,1292
0.0002700,1292
0.0000790,1292
0.0000000,1292
0.0001180,1292
0.0000720,1292
0.0001710,1292
0.0002400,1292
0.0008940,1292
0.0002210,1292
0.0001740,1292
0.0000690,1292
0.0000000,1292
0.0002120,1292
0.0000000,1292
0.0001920,1292
0.0002730,1292
0.0000180,1292
0.0002770,1292
0.0000000,1292
0.0000000,1292
0.0001960,1292
0.0002570,1292
0.0000200,1292
0.0002360,1292
0.0002230,1292
0.0000650,1292
0.0000000,1292
0.0002490,1292
0.0000430,1292
0.0001820,1292
0.0002300,1292
0.0002230,1292
0.0000530,1292
0.0000000,1292
0.0001870,1292
0.0001030,1292
0.0001860,1292
0.0002670,1292
0.0000370,1292
0.0000000,1292
0.0001770,1292
0.0002690,1292
0.0000490,1292
0.0001810,1292
0.0002730,1292
0.0000690,1292
0.0000000,1292
0.0001640,1292
0.0002440,1292
0.0000000,1292
0.0002990,1292
0.0002360,1292
0.0000000,1292
0.0000000,1292
0.0000000,445
0.0133370,114
0.0011650,214
0.0000000,85
0.0125410,88
0.1816570,97
0.0087120,109
0.0006370,138
0.0103540,94
0.0108090,86
0.0001060,86
0.0937160,1294
0.0000000,1294
0.0001700,1294
0.0003010,1294
0.0000000,1004
0.0118910,86
0.0000010,86
0.0002430,1058
0.0001560,117
0.0005580,86
0.0013930,86
0.0008900,86
0.0007280,86
0.0099820,86
0.2151530,806
0.0034960,1294
0.0001480,646
0.0093100,117
0.0000000,125
0.0094800,86
0.0055110,106
0.0001060,94
0.0001860,135
0.0101450,94
0.0106770,86
0.0024770,1294
0.0000000,1294
0.0000000,1294
0.0000000,1294
0.0000000,1294
0.0000000,1060
0.0571290,86
0.0005210,102
0.0000000,98
0.0000000,86
0.0006020,86
0.0005860,86
0.0000000,1292
0.0000000,1292
0.0000000,1292
0.0006610,86
0.0003760,86
0.0005490,86
0.0004760,86
0.0007180,86
0.0007040,86
0.0005190,86
0.0005040,86
0.0004280,86
0.0004850,86
0.0063990,86
0.0005940,86
0.0004660,86
0.0389710,102
0.0000000,1292
0.0228240,1292
0.0180060,1292
0.0000720,1292
0.0000180,1292
0.0000000,292
0.0000000,106
0.0058410,86
0.0041410,1292
0.0027320,1018
0.0000000,199
0.0253270,1292
0.0009460,86
0.0135630,1292
0.0001180,361
0.0000010,993
0.0005570,98
0.0000010,86
0.0092930,182
0.0000010,84
0.0223030,160
0.0019910,336
0.0010010,117
0.0003770,125
0.0095940,86
0.0017340,94
0.0112560,86
0.0055930,1294
0.0000730,1294
0.0000000,1294
0.0000000,1294
0.0000000,1294
0.0000390,1294
0.0000000,1294
0.0003900,1294
0.0001580,1294
0.0000000,1294
0.0000000,1294
0.0001570,1294
0.0000000,1294
0.0002280,1294
0.0002240,1294
0.0002480,1294
0.0001020,1294
0.0000000,1294
0.0001870,1294
